amount,transactions_last_hour,account_age_days,new_device,location_changed,failed_attempts,time_since_last_transaction,is_fraud
31.98,3,1015,1,1,0,2753.0,1
73.33,2,86,0,0,3,3000.0,1
12.22,4,120,0,0,2,1036.0,1
196.55,6,88,0,0,1,334.0,1
28.07,3,1080,0,0,1,2862.0,1
112.38,7,1179,0,0,0,1861.0,0
15.33,3,1114,0,0,2,537.0,0
106.57,2,912,1,0,0,897.0,1
106.91,2,1318,0,0,0,636.0,1
80.17,5,361,0,0,0,4433.0,0
20.2,4,708,0,0,1,2931.0,0
70.07,1,535,0,0,1,3855.0,1
16.73,3,595,0,0,0,95.0,1
42.4,1,696,0,0,0,1947.0,0
152.84,5,735,0,0,0,561.0,1
121.11,4,1112,0,0,0,2482.0,0
55.43,0,971,0,0,1,3991.0,0
20.6,2,53,0,0,0,2614.0,0
104.12,2,403,0,0,0,4352.0,0
55.67,3,873,0,0,0,916.0,0
5.36,6,822,0,1,1,1761.0,1
119.42,3,1268,0,0,0,1159.0,0
53.29,3,638,0,0,2,3190.0,1
181.72,3,877,0,0,2,1490.0,0
18.26,3,713,0,0,1,2227.0,0
2.28,2,52,0,0,3,1794.0,0
72.17,1,1267,0,0,1,3567.0,0
73.08,1,402,1,0,0,1353.0,1
10.07,2,619,1,1,0,207.0,1
20.52,1,664,0,0,0,5353.0,0
858.53,4,1137,0,0,2,1461.0,0
40.22,5,902,0,0,0,2748.0,0
113.4,5,223,0,0,0,2046.0,0
28.48,2,667,0,0,1,1017.0,0
6.75,4,1455,1,0,0,5440.0,0
46.05,2,174,0,0,0,2376.0,0
41.86,4,1371,0,0,0,474.0,1
36.6,4,347,0,1,0,9856.0,0
48.68,7,185,0,0,0,16010.0,0
71.11,2,396,1,0,0,615.0,1
46.99,2,1309,0,0,0,7582.0,0
15.43,9,313,0,0,0,1729.0,1
88.78,4,1222,0,1,3,369.0,1
7.77,5,1095,0,0,2,6891.0,0
7.03,1,710,0,0,0,193.0,0
114.34,0,565,0,1,1,1826.0,1
90.65,4,1491,0,0,1,3266.0,0
51.55,3,462,0,0,0,3182.0,0
13.53,1,872,0,0,0,11.0,0
26.9,6,821,0,0,0,997.0,0
41.98,1,115,0,0,0,167.0,1
11.07,0,864,0,0,0,541.0,0
26.07,1,383,0,1,0,5006.0,0
104.83,1,1219,1,0,0,3884.0,0
227.54,6,1231,0,0,1,1938.0,1
35.89,3,1456,0,0,1,4116.0,0
116.34,2,1486,0,0,0,684.0,1
8.05,7,111,0,0,0,3170.0,0
105.58,4,1464,0,0,1,2079.0,0
24.44,2,679,0,1,0,2384.0,0
74.24,2,613,0,0,1,161.0,1
42.62,3,1193,0,0,3,773.0,1
204.47,1,432,1,0,0,90.0,1
22.77,1,1282,0,0,0,294.0,0
102.27,2,790,0,0,0,570.0,0
41.28,3,1479,0,0,1,1586.0,1
46.6,3,352,0,0,2,2568.0,1
45.43,6,123,0,0,0,207.0,1
23.44,8,701,0,0,0,101.0,1
53.83,2,848,0,0,0,3872.0,1
51.28,2,1316,0,0,1,251.0,0
69.49,2,962,0,0,1,1071.0,1
59.41,1,337,0,0,2,215.0,1
121.27,3,771,0,0,1,1378.0,1
137.48,1,279,1,0,1,202.0,1
19.09,4,869,0,0,0,2586.0,0
130.16,4,1255,1,0,1,161.0,1
16.67,4,109,0,0,0,1012.0,0
98.28,2,840,0,0,0,982.0,0
101.47,1,1150,0,0,0,4564.0,0
8.07,2,580,0,0,1,1011.0,1
59.92,2,327,0,0,0,132.0,1
34.18,5,1291,0,0,1,1411.0,0
25.57,3,648,0,0,0,2323.0,1
210.79,2,1300,0,0,0,741.0,0
28.4,6,62,0,0,0,1688.0,0
24.38,4,171,0,0,0,233.0,1
58.89,4,1116,0,0,1,997.0,1
108.37,2,1099,0,0,0,327.0,1
47.39,1,121,0,0,1,576.0,1
175.28,2,484,0,0,0,1844.0,1
92.85,5,263,1,0,0,2521.0,1
6.18,3,138,0,0,0,672.0,1
32.15,4,1192,0,0,0,8256.0,0
31.13,1,516,0,0,1,603.0,1
88.18,4,201,0,0,2,293.0,1
3.96,5,102,0,0,1,3638.0,1
698.55,3,1009,0,0,1,1888.0,1
92.85,1,19,0,0,0,2049.0,0
63.36,3,366,0,1,0,2846.0,0
177.96,2,1446,0,0,2,13648.0,0
568.87,5,1383,0,0,0,602.0,1
130.42,3,641,1,1,0,1430.0,1
141.01,2,881,0,0,0,2193.0,1
62.22,3,949,0,0,0,285.0,0
47.39,1,149,0,0,0,660.0,0
33.93,1,497,1,0,1,659.0,1
23.9,4,1415,0,0,0,714.0,0
27.47,5,750,0,0,0,2280.0,1
14.15,1,7,1,1,1,1616.0,1
50.61,3,333,1,0,0,2265.0,0
10.13,3,1047,0,1,1,1293.0,1
66.08,2,982,0,0,0,5601.0,0
52.65,2,90,0,0,0,1324.0,0
63.24,4,583,0,0,2,1665.0,1
32.39,4,1090,0,0,1,638.0,0
1184.24,1,53,1,0,1,109.0,1
212.75,2,403,0,0,0,3042.0,0
15.73,3,704,0,0,0,3494.0,0
68.91,0,142,1,0,0,3425.0,1
29.73,1,1049,0,0,1,2912.0,0
19.8,7,762,0,1,0,563.0,1
14.3,3,33,0,0,2,1539.0,1
84.12,2,688,0,0,0,3037.0,1
27.62,7,1402,0,0,0,1768.0,1
143.71,4,1392,0,0,0,5730.0,1
147.49,1,1236,0,0,1,2038.0,0
215.71,3,876,0,0,0,1481.0,0
23.28,2,1157,0,0,0,9685.0,0
87.83,3,149,0,0,2,1377.0,1
102.77,11,827,1,0,0,6138.0,0
33.98,4,1400,0,0,1,22.0,1
25.23,1,1101,0,0,0,1438.0,0
273.01,2,526,0,0,0,614.0,1
68.55,3,959,0,0,0,906.0,1
103.13,2,566,0,0,0,166.0,1
24.0,2,685,0,0,0,552.0,0
16.13,2,946,0,0,1,1518.0,0
30.89,2,1116,0,0,0,2300.0,0
48.23,2,1407,0,0,1,4341.0,0
18.84,7,641,0,0,2,475.0,1
54.06,3,508,0,0,1,2856.0,1
10.09,0,130,0,0,0,45.0,1
17.81,5,1096,0,0,0,4037.0,0
106.8,2,767,0,0,1,1626.0,0
99.86,4,653,0,0,0,3364.0,1
36.9,2,998,0,0,0,530.0,1
19.73,3,403,0,0,1,840.0,1
19.54,3,1150,0,0,2,184.0,0
37.59,8,514,0,0,1,148.0,1
104.01,5,479,0,0,1,3152.0,1
138.14,7,1034,0,0,2,634.0,1
33.23,3,1477,0,0,0,783.0,1
17.23,2,471,0,0,1,1361.0,1
71.37,4,1398,0,0,3,1999.0,1
23.96,4,798,0,0,0,86.0,0
32.52,3,736,0,0,1,1537.0,1
205.47,3,1089,0,0,0,1695.0,1
124.85,0,109,0,0,0,3419.0,0
63.94,3,300,0,0,0,302.0,0
15.3,1,1066,0,0,0,1077.0,1
67.45,1,1283,0,0,1,1157.0,0
158.01,3,623,0,0,0,3386.0,0
37.5,2,414,0,0,2,810.0,1
210.84,3,933,1,0,0,152.0,1
198.89,3,28,0,1,0,1655.0,0
288.22,1,563,0,0,0,1952.0,0
74.09,3,1395,0,0,0,1572.0,0
98.24,3,213,0,0,0,1212.0,1
224.57,4,781,0,0,0,431.0,1
85.4,1,154,1,0,1,1392.0,1
33.07,1,872,0,0,0,66.0,1
34.86,2,158,1,0,1,1506.0,0
69.31,2,920,0,0,1,1209.0,0
15.02,2,294,1,0,0,5489.0,1
47.31,3,1385,0,0,0,694.0,0
163.46,0,1390,0,0,0,40.0,0
6.1,6,453,0,0,2,2570.0,1
253.28,2,784,0,0,1,330.0,0
167.73,5,622,0,0,1,1415.0,1
34.48,0,234,0,0,1,435.0,1
94.01,2,823,0,0,0,1396.0,1
54.77,5,177,0,0,0,1566.0,1
186.79,4,639,0,0,0,1951.0,1
145.87,2,592,1,0,0,840.0,1
13.46,2,52,0,0,0,113.0,1
98.23,3,817,0,0,0,1635.0,0
44.45,1,1472,1,0,1,3598.0,0
59.31,3,330,0,0,0,1342.0,0
26.36,6,785,0,1,2,518.0,1
313.61,2,822,0,0,1,960.0,0
154.48,3,296,1,0,2,1399.0,1
26.06,1,799,0,0,0,165.0,0
14.37,0,346,0,0,0,1511.0,1
37.13,2,154,0,1,1,208.0,1
84.31,3,232,0,0,1,353.0,0
69.42,6,332,0,0,1,899.0,1
191.16,1,1170,0,0,0,2891.0,0
120.29,2,379,0,0,0,3125.0,0
143.96,4,1400,1,0,0,598.0,1
75.71,3,568,0,0,0,1390.0,0
13.61,6,30,0,0,0,177.0,0
44.89,2,1453,0,0,1,10940.0,0
157.6,4,498,0,0,2,1910.0,1
51.86,6,494,1,0,1,457.0,1
90.3,2,564,1,0,0,4139.0,1
39.7,3,1220,0,0,0,775.0,1
19.5,1,740,0,1,0,579.0,0
48.26,6,1162,0,0,1,635.0,0
74.37,4,694,0,0,0,1198.0,0
28.34,2,1215,0,0,1,61.0,1
43.13,4,671,0,0,2,1897.0,1
21.34,4,704,0,0,0,5313.0,0
167.21,2,178,0,1,0,3043.0,0
40.67,5,412,0,0,0,3000.0,0
233.4,2,1387,0,0,0,2677.0,0
251.83,2,736,0,0,2,794.0,1
50.35,3,672,1,0,0,380.0,1
19.92,4,994,0,0,1,679.0,1
6.78,2,803,1,0,0,341.0,1
12.53,3,1273,0,0,2,3426.0,0
13.82,5,999,0,0,0,984.0,1
216.69,4,445,0,0,1,3008.0,0
61.3,2,341,0,0,1,617.0,1
80.61,4,800,0,0,0,279.0,1
5.93,2,1250,0,0,0,3680.0,1
16.48,3,1032,0,0,0,2887.0,0
132.57,2,535,0,1,0,1462.0,1
72.73,2,982,0,0,0,237.0,0
47.12,4,735,1,0,0,738.0,1
96.05,0,1373,0,0,0,107.0,0
280.28,1,1190,1,0,0,4113.0,0
43.77,6,1299,0,0,0,495.0,0
58.52,3,950,0,0,1,1333.0,1
66.19,4,548,0,0,1,5121.0,0
597.11,6,312,0,0,0,1757.0,0
6.69,4,969,0,0,0,1756.0,0
108.12,3,227,0,0,0,3220.0,1
48.68,2,1083,0,0,2,2128.0,0
96.23,6,769,1,0,0,1197.0,1
28.29,8,1121,0,0,0,235.0,1
51.99,5,721,1,0,1,1236.0,1
111.21,2,249,0,0,0,361.0,1
1227.72,1,261,0,0,0,1219.0,0
122.49,6,1427,0,0,0,40.0,1
23.38,3,58,0,0,0,782.0,0
35.74,1,1081,0,0,2,102.0,0
34.69,2,73,0,0,0,283.0,0
9.06,1,1414,0,0,0,2137.0,0
39.25,5,853,0,0,0,6737.0,0
113.62,3,534,0,0,0,1497.0,1
15.27,2,53,0,0,1,334.0,1
155.79,4,569,0,0,2,850.0,1
88.92,5,894,0,0,1,481.0,1
26.2,3,103,0,0,0,88.0,0
47.39,2,1136,1,0,1,4397.0,1
269.97,6,819,0,0,0,1406.0,0
113.7,0,918,0,0,0,290.0,0
55.08,2,370,0,0,2,2465.0,1
43.05,6,647,0,0,2,338.0,1
58.95,3,832,0,0,0,416.0,1
32.73,4,1209,1,0,1,1656.0,1
6.65,1,1050,1,0,0,1001.0,1
420.81,4,25,0,0,1,4052.0,1
63.77,2,837,0,0,1,1635.0,0
81.3,1,928,1,0,0,363.0,0
51.53,2,1288,0,0,0,1159.0,0
26.18,3,1244,0,0,1,2335.0,0
45.33,3,452,0,0,0,1650.0,1
11.03,3,707,0,0,1,697.0,1
532.24,4,1196,0,0,1,879.0,0
15.89,3,1194,0,1,1,1972.0,1
19.45,4,1419,0,0,0,1317.0,0
35.15,3,1136,0,0,1,138.0,0
197.96,1,895,0,0,0,1432.0,0
55.4,1,683,0,1,1,1092.0,0
15.86,1,686,0,0,1,3037.0,1
191.39,4,290,0,0,0,214.0,1
113.41,3,580,0,0,0,2.0,1
93.54,7,139,1,0,2,3094.0,1
111.69,7,1243,0,0,0,427.0,1
598.46,4,1427,1,0,0,58.0,1
485.46,4,498,0,0,1,450.0,1
27.48,3,841,0,0,2,3909.0,1
276.96,10,1049,0,1,0,338.0,1
80.09,3,406,0,1,1,694.0,1
89.94,4,1276,0,0,1,1698.0,1
10.05,2,446,0,0,0,356.0,1
46.04,5,677,0,0,0,1865.0,1
24.22,2,906,1,0,0,2208.0,0
124.97,3,820,1,0,0,473.0,1
159.35,2,1101,0,0,0,182.0,1
6.86,3,1348,0,1,0,925.0,0
53.41,4,480,0,0,0,2159.0,0
167.65,2,284,0,0,0,3023.0,1
45.3,5,1182,1,0,0,67.0,1
113.19,3,1192,0,0,0,1384.0,1
77.57,3,1173,0,0,2,536.0,1
76.83,4,1167,0,0,1,968.0,0
41.62,4,643,0,0,1,1354.0,1
16.17,4,1361,0,0,1,2392.0,0
17.79,0,1487,0,0,0,73.0,0
110.98,2,97,0,0,2,336.0,1
55.67,6,453,0,0,0,1724.0,0
47.54,2,1288,0,0,1,1046.0,0
35.73,4,393,0,0,2,424.0,1
40.24,3,1370,1,1,0,121.0,1
155.54,4,386,0,0,0,4433.0,0
39.05,3,165,0,0,0,812.0,0
14.28,2,1420,0,0,0,951.0,1
114.85,2,531,0,0,1,91.0,0
44.48,1,795,1,0,0,2415.0,0
56.34,3,450,0,0,0,8730.0,0
272.48,1,514,1,0,0,6895.0,0
53.49,6,405,0,0,0,671.0,0
72.91,1,522,0,0,1,5846.0,0
16.79,0,954,0,0,1,943.0,1
43.83,4,618,0,0,1,882.0,1
100.44,1,17,0,0,2,3207.0,1
11.53,4,204,0,1,0,2825.0,1
66.74,1,1031,0,0,0,1159.0,1
60.39,3,1034,0,0,0,1068.0,1
56.9,3,784,0,0,0,6221.0,0
154.03,2,13,0,0,2,945.0,1
76.28,4,189,0,0,0,3561.0,1
239.38,5,1456,0,0,0,2470.0,0
20.21,1,144,0,0,1,204.0,1
62.55,3,1449,0,0,0,312.0,1
59.41,6,286,0,0,0,69.0,1
18.74,1,328,0,0,0,64.0,1
142.07,3,695,0,0,2,1669.0,0
558.18,1,881,0,0,2,144.0,0
53.68,3,436,1,0,0,264.0,0
90.47,4,991,0,1,2,504.0,1
59.41,4,331,0,1,1,1451.0,1
26.75,3,1072,0,0,0,468.0,1
8.84,3,775,0,0,0,907.0,1
26.96,3,950,0,0,0,785.0,0
13.57,1,1281,0,0,0,908.0,1
300.1,2,1111,0,0,0,4762.0,0
48.66,4,1056,0,0,0,6294.0,0
38.63,2,318,0,0,0,135.0,0
132.84,5,1167,0,0,1,211.0,1
17.78,0,978,0,0,0,101.0,1
25.36,3,1116,0,0,1,883.0,0
58.44,2,189,0,0,0,3428.0,0
152.74,5,1102,0,0,0,2895.0,0
90.17,6,845,0,0,1,789.0,1
69.99,3,440,0,0,0,2500.0,0
59.03,1,34,1,0,1,6952.0,0
81.47,4,118,0,0,1,388.0,0
66.8,1,24,0,0,2,5978.0,1
19.49,4,779,0,1,0,2652.0,1
57.17,1,988,0,0,0,219.0,1
18.66,4,1438,0,0,0,2848.0,1
59.21,1,1238,0,0,2,194.0,1
33.76,5,129,0,0,1,54.0,1
691.86,2,212,0,0,0,2604.0,1
52.46,5,453,0,0,0,4056.0,0
13.41,2,161,0,1,3,921.0,1
47.74,3,1133,0,0,0,44.0,0
91.78,2,1452,0,0,0,1638.0,0
291.01,1,1088,0,1,1,478.0,0
30.28,7,1033,1,0,0,1413.0,1
11.22,4,32,1,0,0,689.0,1
123.57,3,1149,0,0,1,1753.0,1
13.73,6,1306,0,0,1,543.0,1
35.3,1,621,0,1,1,289.0,1
42.2,3,1194,0,0,0,2513.0,1
50.93,5,1200,0,1,0,1393.0,1
108.76,3,902,0,0,0,687.0,1
27.56,3,245,0,0,1,1779.0,0
41.52,1,256,0,0,0,609.0,0
53.82,4,744,0,0,1,818.0,0
63.41,4,1175,0,0,0,848.0,1
60.21,5,103,0,0,0,462.0,0
84.44,2,985,0,0,0,1046.0,0
126.96,2,537,0,0,0,3040.0,0
80.85,2,1165,0,1,0,6371.0,0
85.93,3,1297,0,0,1,446.0,1
11.22,3,620,1,0,0,5030.0,1
57.41,2,27,0,0,2,586.0,1
88.19,2,651,0,0,0,1142.0,0
113.18,2,134,0,0,0,191.0,1
27.32,5,293,0,0,0,1686.0,0
28.25,2,1248,0,0,0,1287.0,0
30.75,3,1392,1,0,0,2045.0,1
93.36,4,728,0,0,0,1651.0,0
153.53,2,715,1,0,0,7174.0,0
36.33,1,106,0,0,0,2647.0,1
135.36,5,477,0,0,2,6060.0,0
61.77,4,968,0,0,1,1342.0,1
48.22,4,888,1,0,0,595.0,1
44.2,3,1226,0,0,1,1367.0,0
115.19,3,1339,0,0,0,1132.0,0
75.61,6,1034,0,0,0,1003.0,1
531.56,1,1281,0,0,0,923.0,1
23.28,5,727,1,0,2,3002.0,1
91.66,5,146,0,0,0,2433.0,1
32.16,5,1382,0,0,0,1858.0,1
22.89,6,886,0,0,1,1864.0,0
54.01,2,735,0,0,0,843.0,1
62.64,3,1397,0,0,0,1038.0,0
1010.47,6,490,0,0,0,298.0,1
45.42,1,1127,0,0,1,1557.0,0
17.63,2,724,0,0,0,272.0,1
71.74,4,48,0,0,1,4444.0,0
6.86,1,1209,0,0,2,967.0,1
49.8,2,103,0,0,0,78.0,0
55.48,3,1248,0,0,1,3.0,0
120.86,0,1401,1,1,3,2030.0,1
144.55,3,983,0,1,0,1702.0,1
33.0,2,111,1,0,1,2648.0,1
46.96,0,322,1,0,0,2491.0,0
25.38,2,763,0,0,2,6.0,1
17.67,3,1010,0,0,1,329.0,1
74.43,0,1177,1,0,0,710.0,0
15.28,2,941,0,0,0,114.0,1
36.07,3,1380,0,0,1,353.0,0
20.18,1,937,1,0,1,1568.0,0
94.6,6,343,0,0,0,1099.0,0
330.77,3,632,0,0,0,3546.0,0
14.86,1,1441,0,0,1,456.0,1
8.56,2,284,0,0,0,1380.0,0
48.19,4,776,0,0,0,3561.0,0
55.46,1,737,1,0,0,112.0,1
67.94,5,766,0,0,0,3673.0,1
34.94,5,1181,0,0,0,759.0,1
44.67,1,880,0,0,0,3533.0,0
78.85,2,696,0,0,0,2061.0,0
154.54,2,1423,0,0,1,2011.0,0
7.73,4,805,0,0,1,88.0,1
37.75,2,915,0,0,0,5100.0,0
67.61,2,1387,0,0,1,1015.0,0
21.8,3,443,0,0,0,206.0,1
308.33,6,1459,0,0,2,2621.0,1
28.92,2,1365,1,1,0,3629.0,1
52.39,3,248,0,0,0,4774.0,0
95.2,3,931,0,0,0,1271.0,1
30.23,3,1498,0,0,1,931.0,1
8.61,3,118,0,0,0,1576.0,1
35.56,4,92,0,0,1,634.0,1
152.85,1,1461,0,0,1,898.0,1
38.98,2,848,0,0,1,1394.0,1
23.42,0,984,0,0,0,3131.0,0
137.78,2,1099,0,0,1,3457.0,0
39.22,6,79,0,0,0,253.0,1
32.78,4,695,0,0,0,259.0,1
63.4,3,1103,0,0,1,366.0,1
118.01,4,713,0,0,0,1633.0,1
590.94,2,205,0,0,0,408.0,0
124.87,0,818,0,0,0,1707.0,0
174.14,3,541,0,0,1,2326.0,0
32.92,0,826,0,0,0,3520.0,0
19.57,2,1306,0,0,1,3636.0,0
58.11,3,23,0,0,0,435.0,0
60.77,3,133,1,0,0,674.0,1
18.57,3,59,0,0,1,361.0,1
45.82,6,773,0,1,1,2054.0,0
81.4,2,442,0,0,0,2090.0,0
78.29,5,282,0,0,0,7.0,1
90.4,6,1195,1,0,0,324.0,1
73.04,4,1150,0,0,0,734.0,1
32.88,3,955,0,0,1,418.0,1
32.66,3,1110,1,0,0,1443.0,0
16.46,2,621,0,0,1,74.0,0
325.31,4,556,0,0,0,3150.0,0
55.34,6,716,0,0,0,1130.0,0
43.6,3,106,0,0,0,1622.0,1
21.57,3,219,0,1,0,1561.0,1
1028.3,2,922,0,0,0,1078.0,0
18.67,6,556,0,0,0,1508.0,0
35.56,2,729,0,0,0,142.0,1
82.75,3,305,1,0,2,874.0,1
99.51,3,91,0,0,1,2227.0,1
142.3,1,496,0,0,0,821.0,1
332.82,1,1105,0,1,0,528.0,1
90.57,2,697,0,0,0,1499.0,1
18.99,1,134,0,0,0,1165.0,1
42.23,5,407,0,1,0,1372.0,1
74.28,0,338,0,0,1,5723.0,0
431.91,3,1022,0,0,0,293.0,0
13.49,5,1090,0,0,0,1725.0,1
181.74,2,301,0,0,2,56.0,1
65.36,3,1267,0,0,0,1875.0,1
126.2,4,1272,0,1,0,396.0,1
49.3,3,516,0,1,1,2960.0,1
23.51,2,97,0,0,0,566.0,0
115.69,4,1378,0,0,0,923.0,0
105.05,1,1120,0,0,0,1305.0,1
144.32,1,953,0,0,1,1695.0,0
53.88,4,236,0,0,1,640.0,1
29.97,2,137,0,0,1,307.0,0
11.49,4,1381,0,0,2,1815.0,1
123.89,2,1072,0,0,0,1050.0,0
83.42,1,1188,1,0,0,107.0,1
20.78,3,500,0,0,1,1385.0,1
31.86,2,195,0,0,0,1133.0,0
34.23,2,274,0,0,2,1293.0,0
12.39,4,502,0,0,1,204.0,1
24.1,6,1497,1,0,1,1153.0,1
17.57,4,1004,0,1,1,2461.0,0
36.14,3,321,0,0,2,256.0,0
26.08,3,920,1,0,0,1759.0,0
10.73,3,181,0,0,1,353.0,1
412.65,1,426,1,0,0,666.0,1
191.05,0,821,0,0,0,811.0,1
25.05,2,1000,1,0,0,2594.0,0
71.7,1,574,0,1,3,461.0,1
82.89,3,1150,0,0,0,551.0,1
179.66,1,995,0,0,0,3674.0,1
24.08,6,1209,0,0,1,2449.0,1
162.73,2,140,0,0,0,1270.0,1
31.57,3,49,0,0,0,684.0,0
14.36,3,1495,0,0,0,2824.0,0
112.63,0,497,0,0,0,1488.0,0
198.49,3,1174,0,0,0,722.0,1
726.26,3,324,0,0,1,681.0,1
16.45,2,1351,0,0,0,1100.0,0
109.83,3,919,0,0,1,5345.0,0
36.24,1,351,0,0,1,1855.0,1
119.51,3,278,0,0,0,2047.0,0
12.55,3,1171,0,1,0,881.0,1
15.44,7,565,0,0,0,6757.0,1
25.13,0,1310,0,1,0,941.0,1
59.08,6,154,1,0,0,22.0,1
28.76,4,425,0,0,1,2908.0,1
105.54,4,1174,1,0,1,1295.0,1
152.46,3,1097,0,0,2,293.0,0
99.44,7,302,1,0,0,42.0,1
275.56,3,1082,0,0,0,8727.0,0
82.75,2,541,0,0,0,1876.0,0
16.17,6,914,0,0,0,1129.0,1
213.44,2,671,0,0,0,731.0,1
29.81,2,1312,0,0,2,135.0,0
135.7,5,9,0,0,0,1866.0,1
263.42,2,480,0,1,0,829.0,1
86.2,1,776,1,0,1,8234.0,0
12.23,5,1432,0,0,0,207.0,0
21.8,0,68,1,1,2,509.0,1
204.95,3,1332,0,1,1,930.0,1
46.1,1,302,0,0,0,2874.0,0
59.12,3,273,0,0,0,2701.0,0
116.61,3,533,1,0,0,504.0,1
109.54,3,560,0,0,0,807.0,1
72.15,2,764,0,1,1,110.0,1
44.32,5,1477,0,0,0,856.0,1
39.94,6,517,0,0,0,332.0,1
128.75,5,478,0,1,1,4536.0,0
94.97,2,518,0,0,0,2970.0,0
42.21,2,742,0,0,1,325.0,1
161.11,7,968,0,0,1,1215.0,1
47.99,3,944,0,0,0,5720.0,0
23.3,4,46,0,0,2,952.0,0
25.56,2,1024,0,0,0,1070.0,0
20.52,2,624,0,0,0,752.0,0
41.58,2,1481,0,0,0,1220.0,1
187.49,7,447,1,0,2,1634.0,1
24.41,0,643,0,1,0,170.0,0
65.92,8,671,0,0,1,175.0,1
28.31,5,379,0,0,0,2638.0,0
42.08,4,615,0,0,0,7308.0,1
12.06,6,647,0,0,1,1216.0,1
43.79,2,16,0,1,1,3557.0,1
44.98,5,604,0,0,1,3658.0,0
93.72,3,1402,0,0,1,830.0,1
68.26,2,655,0,0,0,718.0,0
16.47,6,775,0,0,0,2354.0,0
161.45,5,355,1,1,0,4345.0,1
67.38,5,479,0,0,0,3459.0,0
66.58,3,1416,0,0,0,692.0,1
54.1,3,1208,0,1,1,789.0,1
32.53,3,1488,0,0,0,2399.0,1
67.88,4,610,0,0,1,687.0,1
87.85,3,385,0,0,0,3439.0,0
9.52,2,718,0,0,0,1281.0,1
31.86,2,531,1,0,1,623.0,1
42.31,1,1111,0,0,0,607.0,1
70.54,1,192,0,0,0,2758.0,1
180.06,3,642,0,0,0,240.0,0
25.24,5,1228,0,0,0,4837.0,0
33.18,2,23,0,0,0,960.0,0
32.7,3,696,0,1,1,3343.0,0
24.5,5,849,0,0,1,2829.0,0
38.58,2,159,0,0,0,2719.0,0
118.01,2,1338,0,1,0,2020.0,0
19.03,3,1015,0,0,1,1246.0,1
83.75,3,268,0,0,0,889.0,1
9.96,1,633,0,0,0,1565.0,0
31.15,5,675,0,0,2,1347.0,1
39.27,5,1028,0,0,0,778.0,1
291.45,1,796,0,0,0,1223.0,1
41.48,4,1254,0,0,1,818.0,1
6.04,5,1354,0,1,1,1931.0,1
7.4,3,1230,1,0,1,3244.0,1
56.49,1,1029,0,0,0,2783.0,0
100.86,5,1177,0,0,0,750.0,1
79.48,5,1449,0,0,1,1282.0,1
64.56,4,1005,0,0,1,19.0,1
174.56,3,1041,0,0,2,3676.0,0
31.83,3,212,0,0,0,507.0,1
133.61,3,1313,1,0,1,1047.0,1
10.68,2,178,0,0,0,298.0,1
22.09,2,174,0,0,0,2040.0,1
8.96,4,755,1,0,0,1419.0,1
41.48,1,623,0,0,0,817.0,0
52.13,2,644,0,0,1,1379.0,0
61.2,3,31,0,1,2,333.0,1
58.08,0,4,0,1,0,2690.0,1
21.59,2,891,0,0,0,557.0,1
45.14,2,18,0,0,0,1718.0,0
12.21,2,1019,0,1,1,4134.0,1
213.41,4,1362,0,0,0,71.0,0
40.3,3,232,0,0,1,882.0,1
33.49,1,48,0,1,1,261.0,1
267.45,5,63,0,0,0,4308.0,0
15.76,4,270,0,0,1,804.0,0
17.72,5,1114,0,0,1,432.0,1
18.24,3,289,1,1,0,2031.0,1
51.02,3,1105,0,0,0,1410.0,0
84.07,2,170,0,0,1,3056.0,1
114.4,2,896,0,0,1,2518.0,1
714.79,3,624,1,0,1,6616.0,1
5.76,1,99,0,0,0,171.0,1
100.36,2,883,0,0,1,151.0,1
31.28,7,683,0,0,0,4282.0,0
30.37,2,697,0,0,0,5611.0,0
29.38,3,143,1,0,1,940.0,0
22.0,3,306,0,0,0,1095.0,0
294.28,4,372,0,1,0,828.0,1
126.76,3,575,0,0,0,2707.0,1
55.88,3,582,0,0,2,2652.0,1
210.82,5,393,0,0,1,448.0,1
12.03,1,1128,1,1,0,872.0,1
14.43,2,1170,0,0,0,430.0,0
6.18,2,1,0,0,0,86.0,0
27.13,4,728,0,0,1,104.0,0
64.18,1,1149,0,1,0,286.0,0
60.51,2,370,0,0,1,55.0,0
63.39,1,1060,0,1,0,990.0,0
13.32,3,242,0,0,1,119.0,1
121.89,2,978,0,0,1,3384.0,0
69.38,1,963,0,0,0,2241.0,0
113.64,4,490,0,0,0,2755.0,0
8.23,4,765,0,0,0,1730.0,1
74.55,1,1189,0,0,2,1963.0,1
16.65,0,968,0,0,0,217.0,0
36.7,1,122,0,0,0,108.0,1
93.16,2,594,0,1,1,8153.0,0
59.81,2,997,0,0,0,840.0,1
23.3,3,1100,0,0,2,95.0,0
54.94,3,333,0,0,0,313.0,0
11.8,4,910,0,1,2,3732.0,1
172.48,3,714,1,1,0,415.0,1
44.47,2,86,0,0,0,1133.0,1
167.09,2,777,0,0,0,1982.0,1
32.25,3,1496,0,1,0,6080.0,1
32.34,3,370,0,0,1,26.0,1
25.43,7,337,0,0,0,1204.0,1
131.13,2,581,0,0,1,9953.0,0
26.86,2,930,0,1,0,234.0,0
104.02,4,1089,1,0,1,238.0,1
37.25,2,936,0,0,0,164.0,0
7.57,5,392,0,0,0,1276.0,1
30.87,3,6,0,0,1,771.0,0
16.79,4,1413,0,1,0,2267.0,1
56.48,2,438,0,0,0,1525.0,1
